CallNumber,CallType,UnitType,ReceivedDtTm,DispatchDtTm,ResponseDtTm,OnSceneDtTm,AvailableDtTm,City,Latitude,Longitude,RouteID,DestinationName,DestinationLat,DestinationLon
900219,Medical Incident,ENGINE,2024-01-06 21:09:00,2024-01-06 21:13:00,2024-01-06 21:15:00,2024-01-06 21:18:00,2024-01-06 21:42:00,Chicago,41.643516,-87.626994,R10219,Advocate Illinois Masonic,41.93773,-87.652979
900220,Medical Incident,AMBULANCE,2024-03-17 20:11:00,2024-03-17 20:17:00,2024-03-17 20:25:00,2024-03-17 20:31:00,2024-03-17 21:00:00,Chicago,41.949048,-87.740649,R10220,St. Bernard Hospital,41.777573,-87.641553
900221,Traffic Collision,AMBULANCE,2024-03-09 02:32:00,2024-03-09 02:38:00,2024-03-09 02:44:00,2024-03-09 02:50:00,2024-03-09 03:17:00,Chicago,41.761197,-87.824598,R10221,Norwegian American Hospital (Humboldt Park),41.90387,-87.702644
900222,Medical Incident,AMBULANCE,2024-05-17 04:24:00,2024-05-17 04:29:00,2024-05-17 04:33:00,2024-05-17 04:34:00,2024-05-17 04:49:00,Chicago,41.994386,-87.595119,R10222,Rush University Medical Center,41.872368,-87.675719
900223,Traffic Collision,MEDIC,2024-05-09 08:17:00,2024-05-09 08:20:00,2024-05-09 08:23:00,2024-05-09 08:28:00,2024-05-09 08:48:00,Chicago,41.933932,-87.896679,R10223,Holy Cross Hospital,41.775221,-87.694504
900224,Medical Incident,MEDIC,2024-05-19 05:39:00,2024-05-19 05:44:00,2024-05-19 05:50:00,2024-05-19 05:56:00,2024-05-19 06:06:00,Chicago,41.820618,-87.526775,R10224,Saints Mary and Elizabeth,41.902181,-87.681356
900225,Traffic Collision,AMBULANCE,2024-01-27 14:34:00,2024-01-27 14:38:00,2024-01-27 14:40:00,2024-01-27 14:41:00,2024-01-27 15:10:00,Chicago,41.798087,-87.903741,R10225,Holy Cross Hospital,41.777109,-87.695274
900226,Traffic Collision,AMBULANCE,2024-01-30 20:23:00,2024-01-30 20:29:00,2024-01-30 20:33:00,2024-01-30 20:37:00,2024-01-30 20:55:00,Chicago,41.820492,-87.648315,R10226,Northwestern Memorial Hospital,41.894217,-87.619558
900227,Medical Incident,MEDIC,2024-03-27 08:37:00,2024-03-27 08:42:00,2024-03-27 08:49:00,2024-03-27 08:57:00,2024-03-27 09:27:00,Chicago,41.682105,-87.752494,R10227,University of Chicago Medical Center,41.790882,-87.602655
900228,Traffic Collision,MEDIC,2024-06-17 12:55:00,2024-06-17 12:57:00,2024-06-17 13:04:00,2024-06-17 13:06:00,2024-06-17 13:36:00,Chicago,41.994894,-87.689974,R10228,Norwegian American Hospital (Humboldt Park),41.903184,-87.7039
900229,Traffic Collision,ENGINE,2024-06-26 08:23:00,2024-06-26 08:29:00,2024-06-26 08:34:00,2024-06-26 08:39:00,2024-06-26 08:54:00,Chicago,41.678583,-87.729001,R10229,Mount Sinai Hospital,41.85901,-87.716126
900230,Traffic Collision,TRUCK,2024-04-19 17:57:00,2024-04-19 18:03:00,2024-04-19 18:09:00,2024-04-19 18:13:00,2024-04-19 18:33:00,Chicago,41.672541,-87.737141,R10230,Rush University Medical Center,41.876539,-87.675476
900231,Traffic Collision,MEDIC,2024-01-27 13:27:00,2024-01-27 13:28:00,2024-01-27 13:36:00,2024-01-27 13:38:00,2024-01-27 14:03:00,Chicago,41.677074,-87.637952,R10231,University of Chicago Medical Center,41.788842,-87.604427
900232,Traffic Collision,ENGINE,2024-03-09 13:36:00,2024-03-09 13:37:00,2024-03-09 13:40:00,2024-03-09 13:44:00,2024-03-09 14:12:00,Chicago,41.751268,-87.770727,R10232,Saints Mary and Elizabeth,41.902852,-87.686321
900233,Medical Incident,ENGINE,2024-03-10 16:08:00,2024-03-10 16:12:00,2024-03-10 16:21:00,2024-03-10 16:29:00,2024-03-10 16:46:00,Chicago,41.802139,-87.61526,R10233,St. Bernard Hospital,41.77671,-87.642295
900234,Traffic Collision,AMBULANCE,2024-03-28 07:07:00,2024-03-28 07:08:00,2024-03-28 07:16:00,2024-03-28 07:24:00,2024-03-28 07:43:00,Chicago,41.723433,-87.64117,R10234,Saints Mary and Elizabeth,41.900497,-87.684261
900235,Traffic Collision,MEDIC,2024-04-04 18:43:00,2024-04-04 18:47:00,2024-04-04 18:53:00,2024-04-04 18:54:00,2024-04-04 19:18:00,Chicago,41.841815,-87.724135,R10235,Advocate Illinois Masonic,41.937754,-87.652273
900236,Medical Incident,MEDIC,2024-03-01 23:12:00,2024-03-01 23:16:00,2024-03-01 23:19:00,2024-03-01 23:24:00,2024-03-01 23:35:00,Chicago,41.65935,-87.656402,R10236,Rush University Medical Center,41.874804,-87.676157
900237,Traffic Collision,MEDIC,2024-02-14 17:05:00,2024-02-14 17:07:00,2024-02-14 17:17:00,2024-02-14 17:19:00,2024-02-14 17:33:00,Chicago,41.871145,-87.728313,R10237,University of Chicago Medical Center,41.790849,-87.602873
900238,Traffic Collision,MEDIC,2024-04-25 10:37:00,2024-04-25 10:38:00,2024-04-25 10:47:00,2024-04-25 10:53:00,2024-04-25 11:06:00,Chicago,41.95088,-87.551495,R10238,Advocate Illinois Masonic,41.936983,-87.651483
900239,Medical Incident,TRUCK,2024-01-15 00:03:00,2024-01-15 00:04:00,2024-01-15 00:09:00,2024-01-15 00:10:00,2024-01-15 00:30:00,Chicago,41.922163,-87.625222,R10239,Mount Sinai Hospital,41.859731,-87.717107
900240,Medical Incident,MEDIC,2024-02-05 06:01:00,2024-02-05 06:04:00,2024-02-05 06:07:00,2024-02-05 06:12:00,2024-02-05 06:37:00,Chicago,42.016229,-87.900872,R10240,University of Chicago Medical Center,41.789001,-87.603842
900241,Traffic Collision,AMBULANCE,2024-05-18 11:53:00,2024-05-18 11:59:00,2024-05-18 12:07:00,2024-05-18 12:15:00,2024-05-18 12:44:00,Chicago,41.805611,-87.551502,R10241,Rush University Medical Center,41.874014,-87.676024
900242,Traffic Collision,MEDIC,2024-01-22 01:29:00,2024-01-22 01:31:00,2024-01-22 01:36:00,2024-01-22 01:41:00,2024-01-22 01:53:00,Chicago,41.693288,-87.577707,R10242,Norwegian American Hospital (Humboldt Park),41.902885,-87.703845
900243,Traffic Collision,MEDIC,2024-05-06 04:49:00,2024-05-06 04:53:00,2024-05-06 04:57:00,2024-05-06 05:04:00,2024-05-06 05:23:00,Chicago,41.781319,-87.690466,R10243,Holy Cross Hospital,41.776967,-87.696543
900244,Medical Incident,AMBULANCE,2024-05-20 16:07:00,2024-05-20 16:11:00,2024-05-20 16:15:00,2024-05-20 16:23:00,2024-05-20 16:41:00,Chicago,41.786799,-87.807975,R10244,St. Bernard Hospital,41.779389,-87.643659
900245,Medical Incident,MEDIC,2024-03-12 11:50:00,2024-03-12 11:53:00,2024-03-12 11:59:00,2024-03-12 12:04:00,2024-03-12 12:26:00,Chicago,41.939478,-87.725948,R10245,UIC Hospital,41.873246,-87.676073
900246,Medical Incident,MEDIC,2024-01-22 13:11:00,2024-01-22 13:15:00,2024-01-22 13:17:00,2024-01-22 13:20:00,2024-01-22 13:47:00,Chicago,41.734416,-87.739045,R10246,Holy Cross Hospital,41.77729,-87.696255
900247,Medical Incident,ENGINE,2024-03-29 02:12:00,2024-03-29 02:15:00,2024-03-29 02:21:00,2024-03-29 02:29:00,2024-03-29 02:47:00,Chicago,41.725648,-87.614985,R10247,St. Bernard Hospital,41.776592,-87.641778
900248,Traffic Collision,AMBULANCE,2024-05-26 23:27:00,2024-05-26 23:32:00,2024-05-26 23:35:00,2024-05-26 23:40:00,2024-05-27 00:09:00,Chicago,41.959016,-87.889225,R10248,Holy Cross Hospital,41.776638,-87.69607
900249,Medical Incident,MEDIC,2024-04-06 00:09:00,2024-04-06 00:14:00,2024-04-06 00:19:00,2024-04-06 00:20:00,2024-04-06 00:48:00,Chicago,41.928713,-87.547234,R10249,University of Chicago Medical Center,41.789936,-87.602728
900250,Traffic Collision,MEDIC,2024-01-14 18:30:00,2024-01-14 18:36:00,2024-01-14 18:45:00,2024-01-14 18:46:00,2024-01-14 19:14:00,Chicago,41.946077,-87.714007,R10250,St. Bernard Hospital,41.777296,-87.641728
900251,Medical Incident,AMBULANCE,2024-05-01 13:33:00,2024-05-01 13:39:00,2024-05-01 13:45:00,2024-05-01 13:46:00,2024-05-01 14:06:00,Chicago,41.774482,-87.804158,R10251,Northwestern Memorial Hospital,41.893475,-87.619511
900252,Traffic Collision,AMBULANCE,2024-02-16 22:21:00,2024-02-16 22:27:00,2024-02-16 22:33:00,2024-02-16 22:39:00,2024-02-16 22:55:00,Chicago,41.828844,-87.697363,R10252,Mount Sinai Hospital,41.859649,-87.716229
900253,Medical Incident,MEDIC,2024-01-27 04:43:00,2024-01-27 04:46:00,2024-01-27 04:49:00,2024-01-27 04:51:00,2024-01-27 05:14:00,Chicago,41.823508,-87.530136,R10253,Saints Mary and Elizabeth,41.902711,-87.683556
900254,Traffic Collision,ENGINE,2024-01-31 07:53:00,2024-01-31 07:59:00,2024-01-31 08:04:00,2024-01-31 08:08:00,2024-01-31 08:38:00,Chicago,41.981517,-87.740757,R10254,Northwestern Memorial Hospital,41.895646,-87.621007
900255,Medical Incident,MEDIC,2024-06-22 16:00:00,2024-06-22 16:06:00,2024-06-22 16:11:00,2024-06-22 16:18:00,2024-06-22 16:42:00,Chicago,41.771526,-87.875242,R10255,Rush University Medical Center,41.874593,-87.67631
900256,Traffic Collision,MEDIC,2024-01-25 03:55:00,2024-01-25 04:00:00,2024-01-25 04:10:00,2024-01-25 04:16:00,2024-01-25 04:39:00,Chicago,41.910256,-87.836677,R10256,UIC Hospital,41.87033,-87.672235
900257,Medical Incident,ENGINE,2024-02-19 12:38:00,2024-02-19 12:44:00,2024-02-19 12:47:00,2024-02-19 12:48:00,2024-02-19 13:08:00,Chicago,41.841595,-87.911581,R10257,Advocate Illinois Masonic,41.937477,-87.650951
900258,Traffic Collision,MEDIC,2024-04-20 18:41:00,2024-04-20 18:42:00,2024-04-20 18:45:00,2024-04-20 18:47:00,2024-04-20 19:17:00,Chicago,41.706687,-87.661017,R10258,UIC Hospital,41.873316,-87.675753
900259,Traffic Collision,MEDIC,2024-02-19 05:07:00,2024-02-19 05:12:00,2024-02-19 05:16:00,2024-02-19 05:22:00,2024-02-19 05:33:00,Chicago,41.762281,-87.713781,R10259,Northwestern Memorial Hospital,41.89272,-87.618245
900260,Medical Incident,AMBULANCE,2024-03-08 20:42:00,2024-03-08 20:43:00,2024-03-08 20:51:00,2024-03-08 20:55:00,2024-03-08 21:14:00,Chicago,41.689665,-87.588273,R10260,St. Bernard Hospital,41.776247,-87.641545
900261,Medical Incident,ENGINE,2024-04-18 07:48:00,2024-04-18 07:50:00,2024-04-18 07:55:00,2024-04-18 08:02:00,2024-04-18 08:29:00,Chicago,41.953424,-87.925995,R10261,Holy Cross Hospital,41.776455,-87.695601
900262,Traffic Collision,ENGINE,2024-06-20 17:40:00,2024-06-20 17:46:00,2024-06-20 17:48:00,2024-06-20 17:55:00,2024-06-20 18:08:00,Chicago,42.008404,-87.734496,R10262,Northwestern Memorial Hospital,41.894972,-87.620031
900263,Medical Incident,AMBULANCE,2024-05-04 02:40:00,2024-05-04 02:44:00,2024-05-04 02:54:00,2024-05-04 02:58:00,2024-05-04 03:11:00,Chicago,41.927221,-87.753362,R10263,UIC Hospital,41.871636,-87.674057
900264,Traffic Collision,MEDIC,2024-05-26 18:32:00,2024-05-26 18:35:00,2024-05-26 18:41:00,2024-05-26 18:44:00,2024-05-26 19:13:00,Chicago,41.738565,-87.527456,R10264,Northwestern Memorial Hospital,41.896155,-87.619328
900265,Traffic Collision,MEDIC,2024-01-18 10:11:00,2024-01-18 10:17:00,2024-01-18 10:22:00,2024-01-18 10:30:00,2024-01-18 10:43:00,Chicago,41.650463,-87.674372,R10265,Mount Sinai Hospital,41.860171,-87.716184
900266,Traffic Collision,TRUCK,2024-03-19 17:49:00,2024-03-19 17:51:00,2024-03-19 17:55:00,2024-03-19 17:56:00,2024-03-19 18:26:00,Chicago,41.691119,-87.847021,R10266,UIC Hospital,41.870712,-87.673899
900267,Medical Incident,MEDIC,2024-04-03 21:48:00,2024-04-03 21:54:00,2024-04-03 21:58:00,2024-04-03 22:02:00,2024-04-03 22:19:00,Chicago,41.689475,-87.802061,R10267,University of Chicago Medical Center,41.789196,-87.604978
900268,Medical Incident,MEDIC,2024-06-09 04:42:00,2024-06-09 04:48:00,2024-06-09 04:58:00,2024-06-09 05:03:00,2024-06-09 05:14:00,Chicago,41.653241,-87.532548,R10268,Rush University Medical Center,41.876006,-87.675282
900269,Traffic Collision,ENGINE,2024-01-06 05:53:00,2024-01-06 05:55:00,2024-01-06 06:01:00,2024-01-06 06:04:00,2024-01-06 06:21:00,Chicago,41.977586,-87.763044,R10269,University of Chicago Medical Center,41.789256,-87.603017
900270,Medical Incident,AMBULANCE,2024-01-06 22:22:00,2024-01-06 22:26:00,2024-01-06 22:33:00,2024-01-06 22:40:00,2024-01-06 22:53:00,Chicago,41.943657,-87.921312,R10270,Saints Mary and Elizabeth,41.900996,-87.68349
900271,Medical Incident,ENGINE,2024-06-13 08:48:00,2024-06-13 08:52:00,2024-06-13 08:56:00,2024-06-13 09:00:00,2024-06-13 09:17:00,Chicago,41.860411,-87.890046,R10271,UIC Hospital,41.870159,-87.67528
900272,Traffic Collision,AMBULANCE,2024-04-18 01:24:00,2024-04-18 01:30:00,2024-04-18 01:36:00,2024-04-18 01:42:00,2024-04-18 01:54:00,Chicago,41.685672,-87.798685,R10272,Rush University Medical Center,41.873652,-87.675801
900273,Medical Incident,AMBULANCE,2024-06-12 02:57:00,2024-06-12 03:00:00,2024-06-12 03:07:00,2024-06-12 03:10:00,2024-06-12 03:24:00,Chicago,41.864375,-87.889225,R10273,Holy Cross Hospital,41.776388,-87.697407
900274,Traffic Collision,MEDIC,2024-06-18 18:43:00,2024-06-18 18:47:00,2024-06-18 18:52:00,2024-06-18 18:59:00,2024-06-18 19:25:00,Chicago,41.648612,-87.754008,R10274,UIC Hospital,41.873341,-87.674884
900275,Traffic Collision,MEDIC,2024-03-28 18:51:00,2024-03-28 18:52:00,2024-03-28 19:01:00,2024-03-28 19:02:00,2024-03-28 19:26:00,Chicago,41.662454,-87.847816,R10275,Norwegian American Hospital (Humboldt Park),41.902051,-87.701368
900276,Medical Incident,AMBULANCE,2024-04-12 10:07:00,2024-04-12 10:13:00,2024-04-12 10:19:00,2024-04-12 10:21:00,2024-04-12 10:38:00,Chicago,41.832111,-87.877236,R10276,Holy Cross Hospital,41.777095,-87.695821
900277,Traffic Collision,MEDIC,2024-01-25 05:21:00,2024-01-25 05:26:00,2024-01-25 05:36:00,2024-01-25 05:43:00,2024-01-25 05:59:00,Chicago,41.690665,-87.80546,R10277,University of Chicago Medical Center,41.788424,-87.603878
900278,Traffic Collision,MEDIC,2024-04-03 01:19:00,2024-04-03 01:22:00,2024-04-03 01:26:00,2024-04-03 01:27:00,2024-04-03 01:42:00,Chicago,41.676349,-87.850336,R10278,Rush University Medical Center,41.87231,-87.675013
900279,Medical Incident,AMBULANCE,2024-01-10 18:32:00,2024-01-10 18:36:00,2024-01-10 18:40:00,2024-01-10 18:42:00,2024-01-10 19:05:00,Chicago,41.722565,-87.733165,R10279,Saints Mary and Elizabeth,41.901965,-87.682229
900280,Traffic Collision,AMBULANCE,2024-05-11 02:36:00,2024-05-11 02:42:00,2024-05-11 02:44:00,2024-05-11 02:45:00,2024-05-11 02:55:00,Chicago,41.668861,-87.525089,R10280,Advocate Illinois Masonic,41.936442,-87.6524
900281,Medical Incident,ENGINE,2024-01-30 04:27:00,2024-01-30 04:33:00,2024-01-30 04:37:00,2024-01-30 04:44:00,2024-01-30 04:55:00,Chicago,41.847194,-87.859671,R10281,Saints Mary and Elizabeth,41.902632,-87.683027
900282,Medical Incident,MEDIC,2024-06-20 22:43:00,2024-06-20 22:47:00,2024-06-20 22:55:00,2024-06-20 23:01:00,2024-06-20 23:22:00,Chicago,41.921534,-87.573723,R10282,Rush University Medical Center,41.872237,-87.674856
900283,Medical Incident,MEDIC,2024-03-10 03:13:00,2024-03-10 03:16:00,2024-03-10 03:22:00,2024-03-10 03:25:00,2024-03-10 03:47:00,Chicago,41.769767,-87.587012,R10283,Northwestern Memorial Hospital,41.893926,-87.619379
900284,Medical Incident,MEDIC,2024-02-27 01:44:00,2024-02-27 01:50:00,2024-02-27 01:56:00,2024-02-27 02:01:00,2024-02-27 02:21:00,Chicago,41.941109,-87.710144,R10284,Northwestern Memorial Hospital,41.895065,-87.61988
900285,Medical Incident,AMBULANCE,2024-01-08 01:12:00,2024-01-08 01:17:00,2024-01-08 01:19:00,2024-01-08 01:21:00,2024-01-08 01:43:00,Chicago,41.839224,-87.785641,R10285,Holy Cross Hospital,41.77756,-87.694919
900286,Medical Incident,AMBULANCE,2024-04-04 19:13:00,2024-04-04 19:14:00,2024-04-04 19:18:00,2024-04-04 19:24:00,2024-04-04 19:45:00,Chicago,41.6588,-87.849168,R10286,University of Chicago Medical Center,41.788546,-87.603367
900287,Traffic Collision,MEDIC,2024-03-21 01:48:00,2024-03-21 01:49:00,2024-03-21 01:58:00,2024-03-21 02:06:00,2024-03-21 02:31:00,Chicago,41.720621,-87.537205,R10287,Norwegian American Hospital (Humboldt Park),41.90343,-87.703792
900288,Medical Incident,MEDIC,2024-04-23 09:52:00,2024-04-23 09:57:00,2024-04-23 10:01:00,2024-04-23 10:06:00,2024-04-23 10:27:00,Chicago,41.674566,-87.524689,R10288,Norwegian American Hospital (Humboldt Park),41.903818,-87.703866
900289,Traffic Collision,MEDIC,2024-03-17 16:31:00,2024-03-17 16:32:00,2024-03-17 16:38:00,2024-03-17 16:45:00,2024-03-17 17:00:00,Chicago,41.697631,-87.76236,R10289,Saints Mary and Elizabeth,41.900919,-87.682947
900290,Medical Incident,ENGINE,2024-01-08 10:33:00,2024-01-08 10:36:00,2024-01-08 10:44:00,2024-01-08 10:51:00,2024-01-08 11:16:00,Chicago,41.784779,-87.688862,R10290,Advocate Illinois Masonic,41.939129,-87.65208
900291,Traffic Collision,ENGINE,2024-05-30 12:51:00,2024-05-30 12:55:00,2024-05-30 12:59:00,2024-05-30 13:03:00,2024-05-30 13:33:00,Chicago,41.714342,-87.913907,R10291,St. Bernard Hospital,41.778938,-87.641516
900292,Medical Incident,MEDIC,2024-01-10 15:58:00,2024-01-10 16:02:00,2024-01-10 16:11:00,2024-01-10 16:17:00,2024-01-10 16:40:00,Chicago,41.967399,-87.827543,R10292,Saints Mary and Elizabeth,41.900595,-87.683499
900293,Traffic Collision,MEDIC,2024-01-02 00:44:00,2024-01-02 00:49:00,2024-01-02 00:54:00,2024-01-02 00:57:00,2024-01-02 01:26:00,Chicago,41.703743,-87.700357,R10293,Saints Mary and Elizabeth,41.902222,-87.684479
900294,Medical Incident,MEDIC,2024-01-07 03:15:00,2024-01-07 03:17:00,2024-01-07 03:23:00,2024-01-07 03:30:00,2024-01-07 04:00:00,Chicago,41.758362,-87.934189,R10294,University of Chicago Medical Center,41.788739,-87.603865
900295,Traffic Collision,MEDIC,2024-03-23 14:22:00,2024-03-23 14:23:00,2024-03-23 14:33:00,2024-03-23 14:40:00,2024-03-23 15:03:00,Chicago,41.742459,-87.676866,R10295,Rush University Medical Center,41.875447,-87.675803
900296,Medical Incident,MEDIC,2024-06-29 03:44:00,2024-06-29 03:50:00,2024-06-29 03:57:00,2024-06-29 04:01:00,2024-06-29 04:26:00,Chicago,41.658016,-87.651322,R10296,Northwestern Memorial Hospital,41.894868,-87.619717
900297,Traffic Collision,AMBULANCE,2024-01-13 22:43:00,2024-01-13 22:47:00,2024-01-13 22:51:00,2024-01-13 22:53:00,2024-01-13 23:16:00,Chicago,41.769313,-87.887406,R10297,Advocate Illinois Masonic,41.938082,-87.650935
900298,Traffic Collision,ENGINE,2024-05-01 06:00:00,2024-05-01 06:04:00,2024-05-01 06:06:00,2024-05-01 06:11:00,2024-05-01 06:35:00,Chicago,41.758374,-87.693093,R10298,Rush University Medical Center,41.875223,-87.676683
900299,Medical Incident,MEDIC,2024-05-04 01:52:00,2024-05-04 01:58:00,2024-05-04 02:08:00,2024-05-04 02:11:00,2024-05-04 02:41:00,Chicago,41.680764,-87.5269,R10299,University of Chicago Medical Center,41.791299,-87.604363
900300,Traffic Collision,ENGINE,2024-01-16 22:33:00,2024-01-16 22:36:00,2024-01-16 22:44:00,2024-01-16 22:48:00,2024-01-16 23:04:00,Chicago,41.999029,-87.898989,R10300,Advocate Illinois Masonic,41.936318,-87.653759
900301,Traffic Collision,AMBULANCE,2024-01-21 12:11:00,2024-01-21 12:15:00,2024-01-21 12:20:00,2024-01-21 12:28:00,2024-01-21 12:58:00,Chicago,41.904679,-87.871027,R10301,Saints Mary and Elizabeth,41.90158,-87.684282
900302,Medical Incident,MEDIC,2024-01-29 09:06:00,2024-01-29 09:11:00,2024-01-29 09:14:00,2024-01-29 09:21:00,2024-01-29 09:31:00,Chicago,41.934452,-87.70601,R10302,University of Chicago Medical Center,41.787994,-87.605051
900303,Medical Incident,MEDIC,2024-05-20 22:14:00,2024-05-20 22:20:00,2024-05-20 22:26:00,2024-05-20 22:27:00,2024-05-20 22:40:00,Chicago,41.687987,-87.573768,R10303,University of Chicago Medical Center,41.788965,-87.603766
900304,Medical Incident,MEDIC,2024-06-14 10:36:00,2024-06-14 10:39:00,2024-06-14 10:49:00,2024-06-14 10:54:00,2024-06-14 11:21:00,Chicago,41.988138,-87.563458,R10304,Northwestern Memorial Hospital,41.892929,-87.619317
900305,Medical Incident,ENGINE,2024-06-17 12:50:00,2024-06-17 12:55:00,2024-06-17 13:05:00,2024-06-17 13:11:00,2024-06-17 13:28:00,Chicago,41.870961,-87.822017,R10305,Northwestern Memorial Hospital,41.894984,-87.620214
900306,Traffic Collision,ENGINE,2024-04-08 01:21:00,2024-04-08 01:24:00,2024-04-08 01:34:00,2024-04-08 01:36:00,2024-04-08 01:46:00,Chicago,41.860587,-87.834677,R10306,Norwegian American Hospital (Humboldt Park),41.90531,-87.704664
900307,Medical Incident,MEDIC,2024-01-13 16:24:00,2024-01-13 16:25:00,2024-01-13 16:31:00,2024-01-13 16:38:00,2024-01-13 16:50:00,Chicago,41.961686,-87.657092,R10307,UIC Hospital,41.872166,-87.673508
900308,Medical Incident,AMBULANCE,2024-06-11 07:52:00,2024-06-11 07:53:00,2024-06-11 07:55:00,2024-06-11 08:03:00,2024-06-11 08:16:00,Chicago,41.742562,-87.933242,R10308,Advocate Illinois Masonic,41.93643,-87.651926
900309,Medical Incident,MEDIC,2024-05-29 10:15:00,2024-05-29 10:19:00,2024-05-29 10:28:00,2024-05-29 10:35:00,2024-05-29 10:57:00,Chicago,41.645798,-87.662745,R10309,University of Chicago Medical Center,41.788377,-87.604555
900310,Medical Incident,AMBULANCE,2024-06-01 18:48:00,2024-06-01 18:52:00,2024-06-01 18:58:00,2024-06-01 19:01:00,2024-06-01 19:27:00,Chicago,41.761033,-87.636759,R10310,St. Bernard Hospital,41.777504,-87.641168
900311,Traffic Collision,TRUCK,2024-02-25 00:03:00,2024-02-25 00:05:00,2024-02-25 00:13:00,2024-02-25 00:19:00,2024-02-25 00:33:00,Chicago,41.656963,-87.933211,R10311,University of Chicago Medical Center,41.790421,-87.604571
900312,Medical Incident,AMBULANCE,2024-04-09 14:15:00,2024-04-09 14:21:00,2024-04-09 14:24:00,2024-04-09 14:31:00,2024-04-09 14:41:00,Chicago,41.796055,-87.870696,R10312,Norwegian American Hospital (Humboldt Park),41.903344,-87.704377
900313,Medical Incident,MEDIC,2024-03-26 15:37:00,2024-03-26 15:38:00,2024-03-26 15:43:00,2024-03-26 15:44:00,2024-03-26 15:57:00,Chicago,41.783386,-87.842518,R10313,Mount Sinai Hospital,41.860203,-87.717516
900314,Traffic Collision,AMBULANCE,2024-04-28 03:10:00,2024-04-28 03:13:00,2024-04-28 03:20:00,2024-04-28 03:28:00,2024-04-28 03:55:00,Chicago,41.906277,-87.614199,R10314,Saints Mary and Elizabeth,41.90116,-87.683835
900315,Traffic Collision,ENGINE,2024-05-07 19:40:00,2024-05-07 19:44:00,2024-05-07 19:52:00,2024-05-07 19:59:00,2024-05-07 20:23:00,Chicago,41.890324,-87.578157,R10315,Holy Cross Hospital,41.776387,-87.696388
900316,Traffic Collision,ENGINE,2024-01-02 15:44:00,2024-01-02 15:46:00,2024-01-02 15:54:00,2024-01-02 15:57:00,2024-01-02 16:07:00,Chicago,41.741714,-87.605825,R10316,Holy Cross Hospital,41.777543,-87.694916
900317,Traffic Collision,AMBULANCE,2024-05-06 23:46:00,2024-05-06 23:49:00,2024-05-06 23:51:00,2024-05-06 23:52:00,2024-05-07 00:08:00,Chicago,41.684582,-87.846662,R10317,Rush University Medical Center,41.873823,-87.676798
900318,Traffic Collision,MEDIC,2024-03-04 17:23:00,2024-03-04 17:25:00,2024-03-04 17:30:00,2024-03-04 17:38:00,2024-03-04 17:56:00,Chicago,41.957243,-87.900642,R10318,University of Chicago Medical Center,41.789884,-87.604951
900319,Traffic Collision,MEDIC,2024-05-20 18:52:00,2024-05-20 18:57:00,2024-05-20 19:00:00,2024-05-20 19:08:00,2024-05-20 19:23:00,Chicago,41.734646,-87.924101,R10319,University of Chicago Medical Center,41.788482,-87.603776
900320,Medical Incident,ENGINE,2024-03-15 10:54:00,2024-03-15 10:59:00,2024-03-15 11:07:00,2024-03-15 11:15:00,2024-03-15 11:27:00,Chicago,41.712881,-87.697812,R10320,Saints Mary and Elizabeth,41.898519,-87.68487
900321,Traffic Collision,AMBULANCE,2024-06-28 17:36:00,2024-06-28 17:40:00,2024-06-28 17:42:00,2024-06-28 17:48:00,2024-06-28 18:15:00,Chicago,41.829688,-87.674086,R10321,Mount Sinai Hospital,41.859511,-87.714956
900322,Traffic Collision,AMBULANCE,2024-06-15 11:53:00,2024-06-15 11:56:00,2024-06-15 12:00:00,2024-06-15 12:03:00,2024-06-15 12:31:00,Chicago,41.645575,-87.569752,R10322,Advocate Illinois Masonic,41.936361,-87.651537
900323,Traffic Collision,ENGINE,2024-02-22 03:37:00,2024-02-22 03:41:00,2024-02-22 03:50:00,2024-02-22 03:51:00,2024-02-22 04:02:00,Chicago,41.728407,-87.911777,R10323,Mount Sinai Hospital,41.860591,-87.714891
900324,Medical Incident,ENGINE,2024-05-09 11:16:00,2024-05-09 11:19:00,2024-05-09 11:27:00,2024-05-09 11:32:00,2024-05-09 11:46:00,Chicago,41.846777,-87.804451,R10324,Mount Sinai Hospital,41.860406,-87.715285
900325,Traffic Collision,ENGINE,2024-06-12 11:27:00,2024-06-12 11:33:00,2024-06-12 11:37:00,2024-06-12 11:38:00,2024-06-12 11:58:00,Chicago,42.004197,-87.813603,R10325,Advocate Illinois Masonic,41.939067,-87.650831
900326,Traffic Collision,AMBULANCE,2024-03-31 20:43:00,2024-03-31 20:44:00,2024-03-31 20:48:00,2024-03-31 20:53:00,2024-03-31 21:07:00,Chicago,41.692479,-87.913115,R10326,Mount Sinai Hospital,41.859351,-87.715519
900327,Traffic Collision,ENGINE,2024-02-02 16:06:00,2024-02-02 16:08:00,2024-02-02 16:10:00,2024-02-02 16:17:00,2024-02-02 16:40:00,Chicago,41.760203,-87.850788,R10327,University of Chicago Medical Center,41.788833,-87.603853
900328,Medical Incident,MEDIC,2024-05-31 04:26:00,2024-05-31 04:29:00,2024-05-31 04:35:00,2024-05-31 04:38:00,2024-05-31 04:54:00,Chicago,41.984837,-87.728625,R10328,UIC Hospital,41.87131,-87.673505
